Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Section (product.metafields.custom.custom_section),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag strap type (product.metafields.shopify.bag-strap-type),Carry options (product.metafields.shopify.carry-options),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Recommended age group (product.metafields.shopify.recommended-age-group),Target gender (product.metafields.shopify.target-gender),Toy/Game material (product.metafields.shopify.toy-game-material),Wallet features (product.metafields.shopify.wallet-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-andy-workday-leather-crossbody-bag,The Andy Workday Leather Crossbody Bag,"<p data-start=""0"" data-end=""180""><strong data-start=""0"" data-end=""22"">Why you’ll like it</strong><br data-start=""22"" data-end=""25"">Compact but surprisingly roomy. Easy to wear crossbody, built for daily movement without feeling bulky. Clean, no-frills design that works with everything.</p>
<p data-start=""182"" data-end=""324""><strong data-start=""182"" data-end=""191"">Specs</strong><br data-start=""191"" data-end=""194"">Genuine leather<br data-start=""209"" data-end=""212"">Polyester lining<br data-start=""228"" data-end=""231"">Zip-top closure<br data-start=""246"" data-end=""249"">Adjustable shoulder strap<br data-start=""274"" data-end=""277"">Size: approx. 27 cm (L) × 20 cm (H) × 11 cm (D)</p>
<p data-start=""326"" data-end=""489""><strong data-start=""326"" data-end=""341"">Style Notes</strong><br data-start=""341"" data-end=""344"">Best for everyday errands, travel days, and casual work looks. Sits flat against the body and keeps essentials organized without overthinking it.</p>
<p data-start=""491"" data-end=""618"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""491"" data-end=""499"">Care</strong><br data-start=""499"" data-end=""502"">Wipe with a dry or slightly damp cloth. Avoid prolonged moisture and direct sunlight. Store empty to maintain shape.</p>
<p> </p>
<p><b>Product Image:</b> <br><img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/3c86d7bf-29ca-445f-aace-cc005b4d0ee7.jpg""> <img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/62f8b268-d138-4992-a695-1d92835e1e19.jpg""> <img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/e6eb4bfd-2f99-4134-93e8-68f57c9e650f.jpg""> <img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/0d7e8e74-ca5d-4ea5-ba34-81cce763d5f5.jpg""> <img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/2640dbab-66a0-4218-b960-4f1d0685ce53.jpg""> <img src=""https://oss-cf.cjdropshipping.com/product/2025/11/08/09/f533dfb5-cefd-405b-882e-78f60bfdd19a.jpg""></p>",La Carriva,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Cross Body Bags",Cross Body,"",true,Color,Brown,,Size,27 x 20 x 11 cm,,,,,CJNS258543801AZ,630.0,shopify,deny,manual,76.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/d7792a54-3608-4d0a-bea5-b992186050be.jpg?v=1765727695,1,"",false,,,,,,adults,adjustable-size; lightweight,leather,external-pockets; single-compartment,,crossbody-strap; shoulder-strap,,brown,,,,unisex,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/d7792a54-3608-4d0a-bea5-b992186050be.jpg?v=1765727695,g,,56.00,active
the-andy-workday-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/ae901eb8-1c39-4e86-be25-71cfdfdea79f.jpg?v=1765727695,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-andy-workday-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/f04701fe-1f3d-4874-bbef-1d42122a8329.jpg?v=1765727695,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-andy-workday-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/840b39df-5518-4b34-a063-0d2c6e2c70ab.jpg?v=1765727695,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-andy-workday-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/87b4697e-c259-4e23-bac2-6abde73a65df.jpg?v=1765727695,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-andy-workday-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/7c0ff7dd-5ca0-419e-8b21-31d833936bfd.jpg?v=1765727695,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,The Jeffords Built-Tough Leather Messenger Bag,"<p data-start=""0"" data-end=""166""><strong data-start=""0"" data-end=""22"">Why you’ll like it</strong><br data-start=""22"" data-end=""25"">Built for daily carry with a tough, structured feel. Durable leather, smart compartments, and a no-fuss silhouette that holds up to real use.</p>
<p data-start=""168"" data-end=""179""><strong data-start=""168"" data-end=""177"">Specs</strong></p>
<ul data-start=""180"" data-end=""436"">
<li data-start=""180"" data-end=""221"">
<p data-start=""182"" data-end=""221"">Material: First-layer cowhide leather</p>
</li>
<li data-start=""222"" data-end=""240"">
<p data-start=""224"" data-end=""240"">Lining: Canvas</p>
</li>
<li data-start=""241"" data-end=""280"">
<p data-start=""243"" data-end=""280"">Closure: Flap with secure fastening</p>
</li>
<li data-start=""281"" data-end=""324"">
<p data-start=""283"" data-end=""324"">Strap: Adjustable single shoulder strap</p>
</li>
<li data-start=""325"" data-end=""367"">
<p data-start=""327"" data-end=""367"">Size: 29 cm (L) × 6 cm (W) × 21 cm (H)</p>
</li>
<li data-start=""368"" data-end=""436"">
<p data-start=""370"" data-end=""436"">Capacity: Phone, wallet, keys, small tablet, everyday essentials</p>
</li>
</ul>
<p data-start=""438"" data-end=""615""><strong data-start=""438"" data-end=""453"">Style Notes</strong><br data-start=""453"" data-end=""456"">Clean, masculine design with a rugged edge. Works for commute, errands, and casual workdays. Structured enough to look sharp, relaxed enough for everyday wear.</p>
<p data-start=""617"" data-end=""775"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""617"" data-end=""625"">Care</strong><br data-start=""625"" data-end=""628"">Wipe with a dry or slightly damp cloth. Avoid prolonged moisture and direct sunlight. Condition leather occasionally to maintain texture and color.</p>",La Carriva,Luggage & Bags > Messenger Bags,Cross Body,"",true,Color,Brown,,Size,29 x 6 x 21 cm,,,,,CJBHNSNS07369-Brown,1392.0,shopify,deny,manual,86.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/385504871493_1.jpg?v=1765727421,1,"",false,,,,,,,easy-to-install; lightweight,leather,single-compartment,shoulder; crossbody,shoulder-strap; crossbody-strap,,brown,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/385504871493_1508b50b-8477-4d54-9743-8da28cb7d5fe.jpg?v=1765727421,g,,66.00,active
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,Dark brown,,,29 x 6 x 21 cm,,,,,CJBHNSNS07369-Dark brown,920.0,shopify,deny,manual,78.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/278407920263.jpg?v=1765727421,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/7385063027845.jpg?v=1765727421,g,,58.00,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/385504871493.jpg?v=1765727421,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/16588168394995.jpg?v=1765727421,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/515971729606.jpg?v=1765727421,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/1921812709930.jpg?v=1765727421,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/1336993780879.jpg?v=1765727421,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/1051322569061.jpg?v=1765727421,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/176750968648.jpg?v=1765727421,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/2268565086351.jpg?v=1765727421,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/1877477253855.jpg?v=1765727421,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/385504871493_1508b50b-8477-4d54-9743-8da28cb7d5fe.jpg?v=1765727421,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jeffords-built-tough-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/7385063027845.jpg?v=1765727421,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-jaime-clean-cut-leather-messenger-bag,The Jaime Clean-Cut Leather Messenger Bag,"<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""0f516a78-6ef9-41f6-b589-dc03da438c31"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-5-2"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words dark markdown-new-styling"">
<p data-start=""0"" data-end=""180""><strong data-start=""0"" data-end=""22"">Why you’ll like it</strong><br data-start=""22"" data-end=""25"">Clean lines, structured shape, and genuine leather make this an easy everyday messenger. Practical without looking bulky, polished without trying too hard.</p>
<p data-start=""182"" data-end=""193""><strong data-start=""182"" data-end=""191"">Specs</strong></p>
<ul data-start=""194"" data-end=""374"">
<li data-start=""194"" data-end=""231"">
<p data-start=""196"" data-end=""231"">Material: Genuine cowhide leather</p>
</li>
<li data-start=""232"" data-end=""249"">
<p data-start=""234"" data-end=""249"">Lining: Nylon</p>
</li>
<li data-start=""250"" data-end=""289"">
<p data-start=""252"" data-end=""289"">Closure: Flap with zip compartments</p>
</li>
<li data-start=""290"" data-end=""333"">
<p data-start=""292"" data-end=""333"">Strap: Adjustable single shoulder strap</p>
</li>
<li data-start=""334"" data-end=""374"">
<p data-start=""336"" data-end=""374"">Size: 25 cm (H) × 22 cm (W) × 9 cm (D)</p>
</li>
</ul>
<p data-start=""376"" data-end=""506""><strong data-start=""376"" data-end=""391"">Style Notes</strong><br data-start=""391"" data-end=""394"">Classic messenger silhouette with a refined finish. Works for daily use, commuting, or casual business settings.</p>
<p data-start=""508"" data-end=""632"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""508"" data-end=""516"">Care</strong><br data-start=""516"" data-end=""519"">Wipe with a dry or slightly damp cloth. Condition leather occasionally. Avoid prolonged moisture and direct heat.</p>
</div>
</div>
</div>
</div>
</div>
</div>
<p><img src=""https://cf.cjdropshipping.com/quick/product/1144cc60-29e5-485b-9117-537264c2cbc1.jpg"" alt=""DSC_0253.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/6fdbee29-4e40-4e5b-9f0a-d038d52d13b6.jpg"" alt=""DSC_0256.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/23ef1207-3337-498b-9c17-38e42f379150.jpg"" alt=""DSC_0259.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/20ad8556-1137-4c88-b262-243f17830f2b.jpg"" alt=""DSC_0257.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/c46d4bbd-f25e-4e5b-aba8-99aa11a8d61a.jpg"" alt=""DSC_0260.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/d1c44b18-8b9b-49bc-bd67-9e35f06cd9e4.jpg"" alt=""DSC_0261.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/3a2ba4ee-133a-4552-8ce4-e933c200ba84.jpg"" alt=""DSC_0262.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/4c826009-0456-4a5b-830c-95807eb5c232.jpg"" alt=""DSC_0263.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/4912eeee-c8de-4c25-9772-6bf7e1762560.jpg"" alt=""DSC_0264.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/9c10f476-f344-45dd-b153-4daf03570d4f.jpg"" alt=""DSC_0266.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/c23c7540-5cb9-43a3-984e-2a48d31ce101.jpg"" alt=""DSC_0278.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/973535fd-6892-46d6-ac0e-9080765e1b83.jpg"" alt=""DSC_0281.jpg""> <br><br></p>
<p><br></p>
<p><img src=""https://cf.cjdropshipping.com/quick/product/9662f1ec-cc99-444f-8121-4dcf6beaa434.jpg"" alt=""DSC_0267.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/c4e28cc4-a5ae-4dac-8cd1-d5e51184f61d.jpg"" alt=""DSC_0268.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/f65f0541-7e36-41fe-9a41-fdce6f15158e.jpg"" alt=""DSC_0269.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/c17c3f78-e2c0-4a86-ab1c-50c3ff536f6f.jpg"" alt=""DSC_0270.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/4dfc65ff-186b-44ab-a0f4-80dffab3ef70.jpg"" alt=""DSC_0271.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/f1df3c79-6721-42a6-9b2f-41eeeed4e466.jpg"" alt=""DSC_0272.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/30c79d0b-4111-4968-8da3-3de911fe9211.jpg"" alt=""DSC_0273.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/660075b8-4a15-4a32-80f0-49690eb2caf0.jpg"" alt=""DSC_0274.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/fbd6d556-76db-43e1-a490-a9887c7f3b1d.jpg"" alt=""DSC_0277.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/a2fd09e4-7cdc-4f58-85c6-30e51868ed15.jpg"" alt=""DSC_0279.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/85900da8-5f23-46b1-aeac-cb04156b065a.jpg"" alt=""DSC_0280.jpg""> <img src=""https://cf.cjdropshipping.com/quick/product/2cfea577-8c56-4576-9c13-995c49765843.jpg"" alt=""DSC_0284.jpg""></p>
<p><br><img src=""https://cf.cjdropshipping.com/quick/product/574fcbf5-528d-4c13-a167-82d21145ee47.jpg"" alt=""DSC_0285.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/43b195fd-074f-40f8-ae17-4cd6a398921a.jpg"" alt=""DSC_0288.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/31e3f3a5-4d98-45fc-8e8b-76d10e5a655a.jpg"" alt=""DSC_0286.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/209ee021-1bb9-43c6-800f-7fd66b1a5c2c.jpg"" alt=""DSC_0287.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/4b979fe5-31f5-4689-b2c1-f36100668b35.jpg"" alt=""DSC_0289.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/161c8ca7-7233-49e9-bfc8-41af42471b85.jpg"" alt=""DSC_0290.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/194d36a0-4618-4f21-9b7f-10682daf20d1.jpg"" alt=""DSC_0291.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/d976403b-fc52-4e6c-b5a6-8eb294d7ebe5.jpg"" alt=""DSC_0292.jpg""> <br><br><img src=""https://cf.cjdropshipping.com/quick/product/bbf1e93a-7c7c-449e-bc07-d607272bc998.jpg"" alt=""DSC_0294.jpg""></p>",La Carriva,Luggage & Bags > Messenger Bags,Backpack,"",true,Color,Brown,,Size,25 x 22 x 9 cm,,,,,CJNS168566401AZ,820.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/2d6c327a-a642-4f98-bd46-c5abdd287ee4.jpg?v=1765726857,1,"",false,,,,,,,lightweight,leather,built-in-compartments,shoulder,shoulder-strap,,brown,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/2d6c327a-a642-4f98-bd46-c5abdd287ee4_706c18d3-1923-412e-ab08-4f01882881d2.jpg?v=1765726864,g,,52.00,active
the-jaime-clean-cut-leather-messenger-bag,,,,,,,,,Dark brown,,,25 x 22 x 9 cm,,,,,CJNS168566402BY,820.0,shopify,deny,manual,72.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/18e35542-4b47-43e2-93d7-302f59e57e5e.jpg?v=1765726926,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/9a3a2b62-aedd-4d6d-8aed-8a6cf3c0136a.jpg?v=1765726864,g,,52.00,
the-jaime-clean-cut-leather-messenger-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0667/2688/7502/files/d94e7e3e-b73b-4295-bc39-5a644957bb1a.jpg?v=1765726926,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
